['ignore', 'EgoAccelerationX', 'EgoAccelerationY', 'egoAccelerationZ', 'egoSpeed', 'attackTime', 'ignore']
[0, 2.3551454584961837e-09, -0.012316057253194512, 0.0008875320568705016, 0.1425554603536299, 0, 0]
[0, 2.340532084877053e-09, -0.012244686280053303, 0.0008820248598009877, 0.2854091165743781, 0, 0]
[0, 2.3361171181479393e-09, -0.012220771360905703, 0.0008803608401477708, 0.42826339923596296, 0, 0]
[0, 2.3358565541728255e-09, -0.012217144088196612, 0.0008802624520315809, 0.571117684406557, 0, 0]
[0, 2.3372103044192105e-09, -0.01222133499169391, 0.0008807739085534511, 0.7139719700907299, 0, 0]
[0, 2.622380363107442e-05, 6.189797222832124, 9.882387927879142, 0.8568262559702273, 0, 0]
[0, 1.2040382783577367e-06, 3.9047534853868773, 0.4537394152659342, 0.9463859505375796, 0, 0]
[0, 2.54940307601988e-05, 8.441354362441743, 9.607374553731038, 1.1424307483685174, 0, 0]
[0, 2.3770160107656507e-05, 8.65473683667796, 8.957737124025474, 1.2330257838620984, 0, 0]
[0, 1.9755281631704966e-05, 10.380627692458441, 7.4447382886351035, 1.3816401976171944, 0, 0]
[0, 1.5758498748807066e-05, 11.986538716387525, 5.938558733208322, 1.532216735893221, 0, 0]
[0, 1.2747917540608094e-05, 13.33737766558613, 4.804027711274233, 1.6828150447206347, 0, 0]
[0, 1.0935207212487135e-05, 14.409348101103365, 4.120911250612645, 1.831545396268088, 0, 0]
[0, 1.0133662212046438e-05, 15.224668776103089, 3.818850348846893, 1.9779634627915479, 0, 0]
[0, 1.0016730695028703e-05, 15.82193787410176, 3.7747849641918476, 2.1224124901151473, 0, 0]
[0, 1.0269994073375122e-05, 16.23929659316677, 3.870226756099246, 2.265517966939692, 0, 0]
[0, 1.0658354736425327e-05, 16.507200724051287, 4.016579590426751, 2.40788850156261, 0, 0]
[0, 1.1038460588794863e-05, 16.647245609778256, 4.159821806638706, 2.549982094277313, 0, 0]
[0, 1.1343007136703705e-05, 16.673992231981412, 4.274589586538733, 2.6920798542398554, 0, 0]
[0, 1.1555733283495111e-05, 16.597690701092382, 4.354754925995342, 2.8343153208194938, 0, 0]
[0, 1.1687946243746253e-05, 16.426725920549323, 4.404579136339369, 2.976722547925583, 0, 0]
[0, 1.176120653397666e-05, 16.169311027384417, 4.432187195049893, 3.1192816242678902, 0, 0]
[0, 1.1796875755451698e-05, 15.834387088333145, 4.445629077000543, 3.261952406629853, 0, 0]
[0, 1.1811265671097976e-05, 15.431896816527416, 4.45105234520583, 3.404694952034235, 0, 0]
[0, 1.1814521595288073e-05, 14.972658101330948, 4.4522790356104744, 3.5474790308625974, 0, 0]
[0, 1.1811493076395719e-05, 14.46803815297576, 4.451136665305261, 3.690286344419238, 0, 0]
[0, 1.1803351133629072e-05, 13.92957158799662, 4.448069247750259, 3.8331088051903963, 0, 0]
[0, 1.1789221438275734e-05, 13.368606540397142, 4.442744469130486, 3.975945341805515, 0, 0]
[0, 1.176741075157286e-05, 12.79601640057493, 4.43452610643762, 4.118798711222871, 0, 0]
[0, 1.1736249188991567e-05, 12.22198479419331, 4.42278122566559, 4.261673008735673, 0, 0]
[0, 1.1694492747452982e-05, 11.655855829303365, 4.407044826423482, 4.40457204328285, 0, 0]
[0, 1.1641519897448511e-05, 11.106036184608048, 4.387083676438032, 4.547498466603306, 0, 0]
[0, 1.15773469807783e-05, 10.579935979290884, 4.362900125772266, 4.690453442347601, 0, 0]
[0, 1.1502533697344134e-05, 10.083938240948541, 4.334706799559976, 4.8334366433177465, 0, 0]
[0, 1.141811459283282e-05, 9.623390073333931, 4.302891458713472, 4.976446414249439, 0, 0]
[0, 1.1325469097526044e-05, 9.202611278087135, 4.267981697616417, 5.119479996559487, 0, 0]
[0, 1.1226308333609842e-05, 8.824917884337777, 4.2306127726264995, 5.262533760882925, 0, 0]
[0, 1.112251666643806e-05, 8.49265888388949, 4.191498507267038, 5.405603426339448, 0, 0]
[0, 1.1016123257036014e-05, 8.207264716695892, 4.151404080552385, 5.548684263229161, 0, 0]
[0, 1.0909225392225222e-05, 7.969305977617231, 4.1111196444007785, 5.691771282378062, 0, 0]
[0, 1.0803916846846409e-05, 7.778560638630367, 4.071434377092806, 5.834859414324855, 0, 0]
[0, 1.0702223255044418e-05, 7.634087931537985, 4.033111284114938, 5.977943678825835, 0, 0]
[0, 1.0606038528231352e-05, 7.534306980737221, 3.9968635445545386, 6.121019342175504, 0, 0]
[0, 1.051706082862961e-05, 7.4770783222696515, 3.963333406678797, 6.264082057929002, 0, 0]
[0, 1.0436764933751135e-05, 7.4597865773790195, 3.9330745924819195, 6.4071279860685575, 0, 0]
[0, 1.036635407788111e-05, 7.479422738472191, 3.9065389481757435, 6.55015388631891, 0, 0]
[0, 1.0306720689118003e-05, 7.532664741352082, 3.8840677705814928, 6.693157182798501, 0, 0]
[0, 1.0258482489113308e-05, 7.6159552195334985, 3.865887906439218, 6.836135999010908, 0, 0]
[0, 1.0221924450166787e-05, 7.725575545614167, 3.852112421368915, 6.979089164030974, 0, 0]
[0, 1.0197072984685062e-05, 7.85771545498842, 3.842745385403205, 7.12201619232262, 0, 0]
[0, 1.0183653193057901e-05, 8.008537712349346, 3.8376901431974715, 7.264917240860776, 0, 0]
[0, 1.0181186535195972e-05, 8.174237422789046, 3.836760325483614, 7.407793048025015, 0, 0]
[0, 1.0188969056889259e-05, 8.351095708436478, 3.8396928088300086, 7.550644859124904, 0, 0]
[0, 1.0206139329359812e-05, 8.535527570924952, 3.8461618377084603, 7.693474343450877, 0, 0]
[0, 1.0231702102367499e-05, 8.724123843767169, 3.8557935712144835, 7.836283507471739, 0, 0]
[0, 1.026455860470249e-05, 8.913687208725761, 3.8681804031801064, 7.979074608309458, 0, 0]
[0, 1.030360456699393e-05, 9.10126231144626, 3.8828945100415413, 8.12185007095787, 0, 0]
[0, 1.0347675580699352e-05, 9.284160064785185, 3.899500203449352, 8.264612411972896, 0, 0]
[0, 1.0395610775888075e-05, 9.4599762766415, 3.9175647911533407, 8.407364171576056, 0, 0]
[0, 1.0446300593785783e-05, 9.626604784644595, 3.93666777091101, 8.550107855350774, 0, 0]
[0, 1.0498684360859857e-05, 9.78224532205053, 3.956408298691569, 8.692845886020196, 0, 0]
[0, 1.0551763180167072e-05, 9.925406381684015, 3.976410965411221, 8.83558056517287, 0, 0]
[0, 1.0604620555275301e-05, 10.054903383922607, 3.996329998040098, 8.97831404433646, 0, 0]
[0, 1.0656417878575018e-05, 10.169852492983456, 4.015852057355319, 9.121048304427795, 0, 0]
[0, 1.0706436538886455e-05, 10.26966046196751, 4.034697838511557, 9.263785142382238, 0, 0]
[0, 1.0754002583337196e-05, 10.35401091863747, 4.052622698168787, 9.406526163673995, 0, 0]
[0, 1.0798564204300795e-05, 10.422847531762267, 4.069416528373091, 9.549272779434721, 0, 0]
[0, 1.083965490866474e-05, 10.476354519491824, 4.084903080837239, 9.69202620697963, 0, 0]
[0, 1.0876902928741651e-05, 10.514934976465664, 4.098938916105499, 9.834787472712252, 0, 0]
[0, 1.0910001495591261e-05, 10.539187502833148, 4.111412121290489, 9.977557416589123, 0, 0]
[0, 1.0938736589657207e-05, 10.54988161850116, 4.122240898531964, 10.120336697531448, 0, 0]
[0, 1.0962966709439101e-05, 10.547932435694355, 4.131372093720056, 10.263125799410181, 0, 0]
[0, 1.0982623477050814e-05, 10.534375045729693, 4.138779700736037, 10.405925037411507, 0, 0]
[0, 1.0997705641649877e-05, 10.510339050857414, 4.14446334819743, 10.548734564757973, 0, 0]
[0, 1.1008276148457505e-05, 10.47702363918491, 4.1484467575353285, 10.691554379889332, 0, 0]
[0, 1.1014457301260878e-05, 10.435673563152358, 4.1507761462391715, 10.834384334270382, 0, 0]
[0, 1.101642730089528e-05, 10.387556339056355, 4.151518544767944, 10.977224141034817, 0, 0]
[0, 1.1014414319217301e-05, 10.333940938868135, 4.150759997333911, 11.120073384663165, 0, 0]
[0, 1.100869251797392e-05, 10.276078198159098, 4.148603620574872, 11.262931531845128, 0, 0]
[0, 1.0999574173907583e-05, 10.215183114886608, 4.14516750620845, 11.405797943620284, 0, 0]
[0, 1.0987407080418357e-05, 10.15241916616681, 4.140582465451765, 11.548671888799376, 0, 0]
[0, 1.0972566370648722e-05, 10.088884724361929, 4.134989625534574, 11.691552558582911, 0, 0]
[0, 1.095544558572302e-05, 10.025601610059526, 4.128537903649078, 11.834439082211585, 0, 0]
[0, 1.0936454302332505e-05, 9.963505779913207, 4.1213813945321665, 11.977330543398413, 0, 0]
[0, 1.0916010049179293e-05, 9.903440111714868, 4.113676716920634, 12.120225997232167, 0, 0]
