['ignore', 'predAcceleration', 'leaderAcceleration', 'predSpeedDiff', 'leaderSpeedDiff', 'gapDist', 'egoAccelerationZ', 'egoSpeed', 'egoLoc', 'predSpeed', 'leaderSpeed', 'predLoc', 'isCollision', 'aDes', 'ignore']
[0, -2103.4551088489775, -2103.3780428119244, nan, nan, -0.1493366236960528, -1.6409007161668114e-33, nan, 79.85, nan, nan, 86.85, 0, nan, 0]
[0, -1.6409007161668114e-33, 0.0009028924709131597, nan, nan, -0.13725629141573467, -1.2665998306221637e-34, -5.00310066848125e-39, 79.85, nan, nan, 86.85, 0, nan, 0]
[0, -1.2665998306221637e-34, 0.0008875320568705016, 0.047735648363159716, -0.039598738987119415, -0.10184532816154267, 1.54334354240098e-33, -1.0875349440972769e-38, 79.85, -5.00310066848125e-39, 0.039598738987119415, 86.85, 0, 0.09617250604844535, 0]
[0, 1.54334354240098e-33, 0.0008820248598009877, 0.02156599759871724, -0.07928031015954948, -0.045537000091878777, 2.188202632894011e-05, 5.151943777254445e-40, 79.84999999176769, -1.0875349440972769e-38, 0.07928031015954948, 86.85, 0, 0.08151250089320766, 0]
[0, 0.0003384040859876016, 0.0008803608401477708, 0.03110315511605663, -0.11800236123220618, -0.0590981732169215, 1.8173627625529876e-05, 0.0009596941111168677, 79.84999997667147, 5.151943777254445e-40, 0.11896205534332305, 86.84999987268762, 0, 0.10944848100058803, 0]
[0, 0.0003044300653353809, 0.0008802624520315809, -0.025603680949022815, -0.15686869598959988, -0.24295440836921622, 2.4452136476730513e-05, 0.001775105234443717, 79.84999995235862, 0.014841606162981346, 0.1586438012240436, 86.84999963043126, 0, 0.5310758801198756, 0]
[0, 0.00032888656274110775, 0.0008807739085534511, 0.008545328499079578, -0.19545656282578927, -0.19483854379193274, 0.2347952855343379, 0.0028689844216356966, 79.84998567701254, 0.02847697651653656, 0.19832554724742496, 86.8499992641457, 0, 0.4149829417581098, 0]
[0, 2.144274348356273, 9.882387927879142, -0.10111835908704597, -0.23007041009385146, -0.0754643351414688, 0.03954557561885517, 0.007936883231211687, 79.84996019040754, 0.043252374188339715, 0.23800729332506315, 86.85015793880186, 0, 6.467660758058109, 0]
[0, 0.12154091281498318, 0.4537394152659342, -0.12738514624202638, -0.2505598952101494, -0.17911642916870552, 1.5775439183576803, 0.01232509105028937, 79.85004184934341, 0.05839648849407806, 0.26288498626043877, 86.85031399917105, 0, 0.9680362606429309, 0]
[0, 3.3237266151993707, 9.607374553731038, 0.06621352093287859, -0.2676678204327924, -0.06719922659259028, 2.470699224237457, 0.04967405411401802, 79.85031845119347, 0.07707432681697292, 0.3173418745468104, 86.85073788386565, 0, 6.615038454765872, 0]
[0, 4.031110624737865, 8.957737124025474, -0.010821617092932476, -0.2594224032610833, -0.154881321324603, 3.225915848624771, 0.08308475892283294, 79.85086097162423, 0.11178383782888404, 0.3425071621839162, 86.85150226886113, 0, 6.922400824584161, 0]
