['ignore', 'predAcceleration', 'leaderAcceleration', 'predSpeedDiff', 'leaderSpeedDiff', 'gapDist', 'egoAccelerationZ', 'egoSpeed', 'egoLoc', 'predSpeed', 'leaderSpeed', 'predLoc', 'isCollision', 'aDes', 'ignore']
[0, -2499.015684597844, -2499.721314106127, nan, nan, -0.12144358655436145, -1.6409007161668114e-33, nan, 79.85, nan, nan, 86.85, 0, nan, 0]
[0, -1.6409007161668114e-33, 0.0009028924709131597, nan, nan, -0.13665643378913606, -1.2665998306221637e-34, -5.00310066848125e-39, 79.85, nan, nan, 86.85, 0, nan, 0]
[0, -1.2665998306221637e-34, 0.0008875320568705016, 0.0592334165049019, -0.039598738987119415, -0.24434803413266865, 1.54334354240098e-33, -1.0875349440972769e-38, 79.85, -5.00310066848125e-39, 0.039598738987119415, 86.85, 0, 0.29953097713554255, 0]
[0, 1.54334354240098e-33, 0.0008820248598009877, 0.03095484283423245, -0.07928031015954948, -0.2227162536150307, 6.815195914890534e-05, 5.151943777254445e-40, 79.84999997436029, -1.0875349440972769e-38, 0.07928031015954948, 86.85, 0, 0.34360520701926833, 0]
[0, 0.0003067947464882463, 0.0008803608401477708, 0.0043318063727854125, -0.11597307099982201, -0.014036460413399954, 7.70190643032147e-05, 0.00298898434350103, 79.84999991966171, 5.151943777254445e-40, 0.11896205534332305, 86.8499998845795, 0, 0.0874618345557554, 0]
[0, 0.00031502388239894547, 0.0008802624520315809, -0.006651003236034041, -0.1522197686649232, -0.18871567777164477, 1.8149187244909528e-05, 0.00642403255912039, 79.849999858056, 0.013455294948079337, 0.1586438012240436, 86.84999965026805, 0, 0.4067848437265171, 0]
[0, 0.0004057918016062605, 0.0008807739085534511, -0.07849286870159057, -0.19102155789173553, -0.19165998850527166, 0.34910388422954663, 0.0073039893556894366, 79.84999594266388, 0.02752878201089182, 0.19832554724742496, 86.84999926297458, 0, 0.571278561818632, 0]
[0, 2.136297858594633, 9.882387927879142, -0.005612813736772252, -0.22704883194611472, -0.09351155148140958, 0.044474250369662856, 0.01095846137894843, 79.84998132389576, 0.04567695720882532, 0.23800729332506315, 86.85015722205009, 0, 6.310249309575924, 0]
[0, 0.12117896234126035, 0.4537394152659342, 0.02733661115596529, -0.24580893093234937, -0.14976525329670787, 1.7134565406504907, 0.0170760553280894, 79.85008631968208, 0.058187222698801104, 0.26288498626043877, 86.85031253955478, 0, 0.6268770055461825, 0]
[0, 3.282737675554052, 9.607374553731038, -0.0660215594957844, -0.2631204275852068, -0.23313737190723163, 2.401816409151187, 0.054221446961603595, 79.8503803375382, 0.07586479008477566, 0.3173418745468104, 86.85073195100418, 0, 7.102983043972506, 0]
[0, 3.996766008527249, 8.957737124025474, -0.0252291403538951, -0.2595322934402753, -0.2609441715761871, 3.1463743708736214, 0.08297486874364092, 79.85093320204064, 0.11063424575169561, 0.3425071621839162, 86.85148868900899, 0, 7.09994284383624, 0]
[0, 4.250649720874879, 7.4447382886351035, -0.056412391429919655, -0.2622550096025406, -0.22765587395850273, 3.6190826995786276, 0.12153393418001335, 79.85179151333129, 0.14942724571615593, 0.38378894378255396, 86.85260940423069, 0, 6.478308286243234, 0]
[0, 4.252570955604413, 5.938558733208322, 0.02734514693151464, -0.2650877710007953, -0.24539733078475445, 3.8717332544690315, 0.16052798896954387, 79.85298291590165, 0.18873194480604288, 0.4256157599703392, 86.85409869078167, 0, 5.598095947714665, 0]
[0, 4.1550700735528014, 4.804027711274233, -0.07769329580931048, -0.2676109724342026, -0.09898454993255498, 3.981343111507806, 0.199837651099307, 79.8545228582185, 0.2284000581974026, 0.46744862353350963, 86.85595279377873, 0, 4.950452373770675, 0]
[0, 4.051439622646765, 4.120911250612645, 0.03261700156141689, -0.269409270750757, -0.08333987192652363, 4.016321098889921, 0.2393533393237119, 79.85642062016143, 0.26821457672164695, 0.5087626100744689, 86.8581679245105, 0, 4.325573724977492, 0]
[0, 3.9853346728427876, 3.818850348846893, -0.1197094362432145, -0.2704572701517162, -0.1108593437828059, 4.024748953022689, 0.2789770250681582, 79.85868353168536, 0.30804031553023287, 0.5494342952198744, 86.86074411831412, 0, 4.472734855496897, 0]
[0, 3.9670620713548486, 3.7747849641918476, -0.08843395257924497, -0.27091979403346633, -0.08923135121627199, 4.03388424270672, 0.31863923099851904, 79.86131932223553, 0.34781315797463264, 0.5895590250319853, 86.86368608605022, 0, 4.348750020022069, 0]
[0, 3.9890120370411193, 3.870226756099246, -0.009151550503942433, -0.2710103704983307, -0.06008410245568478, 4.05491328709775, 0.3583001758738059, 79.86433701964704, 0.3875170907181814, 0.6293105463721366, 86.86700244155384, 0, 4.212031512195449, 0]
[0, 4.037036969421481, 4.016579590426751, -0.07332212346156512, -0.27091471142400736, -0.11949490482964852, 4.088974242185965, 0.3979432056767176, 79.86774693678501, 0.42716218502180114, 0.668857917100725, 86.87070432783213, 0, 4.523936750181715, 0]
[0, 4.097277572242295, 4.159821806638706, -0.024652859819060822, -0.2707620907989176, -0.30925496069433, 4.1323276400632345, 0.4375662687225582, 79.8715602108396, 0.4667682535465329, 0.7083283595214759, 86.87480405734205, 0, 4.833499933864321, 0]
[0, 4.159278241335239, 4.274589586538733, -0.02675573756886457, -0.2706254301962518, -0.019413771065113244, 4.179903832180767, 0.47717452931481913, 79.87578821624521, 0.5063549862537018, 0.7477999595110709, 86.87931404891671, 0, 4.4680632622208, 0]
[0, 4.216648756514469, 4.354754925995342, -0.04399650298593269, -0.2705345467862188, -0.2245713345155793, 4.227256798839771, 0.5167752645525294, 79.88044203019774, 0.5459374053215504, 0.7873098113387482, 86.88424612401109, 0, 4.893244001577575, 0]
[0, 4.266425448759791, 4.404579136339369, -0.02564831877542209, -0.2704923466949533, -0.2808873096351465, 4.2713138543453955, 0.5563750277288197, 79.88553202238596, 0.58552485489402, 0.8268673744237731, 86.88961110875366, 0, 4.997363048682113, 0]
[0, 4.307968839554383, 4.432187195049893, 0.03072014049422531, -0.27048858427184347, -0.12387429135710952, 4.310385508871899, 0.5959785335803482, 79.89106757461249, 0.6251218738896577, 0.8664671178521917, 86.89541864726495, 0, 4.677739346717053, 0]
[0, 4.341895217700078, 4.445629077000543, -0.020465476704174996, -0.27050928511662525, -0.19753590788991038, 4.343826191375295, 0.6355886056138894, 79.89705690480484, 0.6647297464877969, 0.9060978907305146, 86.90167713512969, 0, 4.914240861221335, 0]
[0, 4.369268101962046, 4.45105234520583, -0.028081548464888903, -0.2705419707626856, -0.060166039339130534, 4.371611711787944, 0.6752066270246019, 79.90350696223946, 0.7043480106377512, 0.9457485977872875, 86.9083937052589, 0, 4.728089630031538, 0]
[0, 4.391097861384028, 4.4522790356104744, -0.03307384181653387, -0.27057772782462153, -0.22653869072508637, 4.393979546284716, 0.7148331140816555, 79.91042336586465, 0.7439755958993011, 0.985410841906277, 86.91557422566241, 0, 5.011775733414682, 0]
[0, 4.40810400411618, 4.451136665305261, -0.02243354784228689, -0.2706113377149915, -0.25809536194167737, 4.411187989160063, 0.7544682024014635, 79.91781036738054, 0.783611519059973, 1.025079540116455, 86.92322329150048, 0, 5.049504553495848, 0]
[0, 4.420660944476966, 4.448069247750259, 0.02436315157801989, -0.2706404799377042, -0.19241599938222817, 4.423394542691685, 0.794111965948517, 79.92567083031994, 0.8232552024398766, 1.0647524458862212, 86.93134420926616, 0, 4.862341233106248, 0]
[0, 4.428849720650386, 4.442744469130486, -0.011700300965298263, -0.2706646928332241, -0.20699399604926805, 4.430626937808261, 0.8337645687794188, 79.93400622346255, 0.8629065294116282, 1.104429261612643, 86.93993897933021, 0, 4.954787101448166, 0]
[0, 4.432555750837643, 4.43452610643762, -0.10381161157768604, -0.2706844647261354, -0.269555945482539, 4.432812787038526, 0.8734262883913286, 79.94281663095452, 0.9025657498411922, 1.1441107531174641, 86.94900828604096, 0, 5.224962958916283, 0]
[0, 4.431573768368767, 4.42278122566559, -0.05262822479020059, -0.270700597912453, -0.06731377616692445, 4.429837433586162, 0.9130974600696783, 79.95210078290611, 0.9422333229029329, 1.1837980579821312, 86.95855150409287, 0, 4.802763220227187, 0]
[0, 4.425699039299898, 4.407044826423482, 0.003576452881422209, -0.27071384796501335, -0.22065864328735188, 4.421607600542064, 0.9527783862802228, 79.96185610979087, 0.9819097541977729, 1.2234922342452361, 86.9685667276349, 0, 4.928175167909521, 0]
[0, 4.414796570435444, 4.387083676438032, 0.05209790517080242, -0.27072477521773824, -0.19452300628999145, 4.408106955926758, 0.9924692432831801, 79.97207882247857, 1.0215954578458386, 1.2631940185009183, 86.97905082576743, 0, 4.780017697778145, 0]
[0, 4.398847450347024, 4.362900125772266, -0.052001272938825234, -0.2707337294023356, -0.11625945280393765, 4.389436704056492, 1.032170004583109, 79.98276401784801, 1.0612906556239514, 1.3029037339854448, 86.98999952536855, 0, 4.83259046648859, 0]
[0, 4.377974992401063, 4.334706799559976, -0.03258674273409298, -0.27074089933349293, -0.1662690879880734, 4.365839195611664, 1.0718803904769922, 79.99390580809008, 1.1009953140849502, 1.342621289810485, 87.00140751993219, 0, 4.850438602613259, 0]
[0, 4.352454431604771, 4.302891458713472, 0.03526650929553693, -0.27074638046499677, -0.06210249201768536, 4.337705485950406, 1.111599845715403, 80.00549747027526, 1.1407091151668405, 1.3823462261803998, 87.01326860138994, 0, 4.529380433783544, 0]
[0, 4.322709779240659, 4.267981697616417, -0.05397729923505936, -0.27075023389946484, -0.08767325026826751, 4.30556925197582, 1.1513275429226149, 80.01753161163717, 1.1804314539920304, 1.4220777768220796, 87.0255758106996, 0, 4.705655987099162, 0]
[0, 4.289300862857779, 4.2306127726264995, -0.011898837682498189, -0.2707525263435897, -0.2231354816147103, 4.270090017128373, 1.1910624072350005, 80.03000034533298, 1.2201614576286222, 1.4618149335785902, 87.03832160224859, 0, 4.804865856933674, 0]
